,Frame,Time_Seconds,az_camera1_Rotation_X,az_camera1_Rotation_Y,az_camera1_Rotation_Z,az_camera1_Rotation_W,az_camera1_Position_X,az_camera1_Position_Y,az_camera1_Position_Z
7410,7410,123.500000,-0.046039,-0.844319,0.038993,-0.532434,-0.837829,0.950812,-0.604223
7411,7411,123.516667,-0.047655,-0.844887,0.039924,-0.531321,-0.838993,0.950625,-0.601461
7412,7412,123.533333,-0.046027,-0.844948,0.039825,-0.531374,-0.840240,0.950645,-0.599084
7413,7413,123.550000,-0.045850,-0.846810,0.039650,-0.528431,-0.841230,0.950760,-0.596516
7414,7414,123.566667,-0.047897,-0.847497,0.039777,-0.527137,-0.842428,0.950582,-0.594143
7415,7415,123.583333,-0.045607,-0.848205,0.039790,-0.526199,-0.843547,0.950565,-0.591712
7416,7416,123.600000,-0.048217,-0.847712,0.041088,-0.526660,-0.845102,0.950440,-0.589062
7417,7417,123.616667,-0.045400,-0.850557,0.042714,-0.522175,-0.846006,0.950635,-0.586418
7418,7418,123.633333,-0.049755,-0.849228,0.039981,-0.524154,-0.847582,0.950361,-0.583964
7419,7419,123.650000,-0.046690,-0.850264,0.039696,-0.522777,-0.848575,0.950497,-0.581362
7420,7420,123.666667,-0.044986,-0.853492,0.041312,-0.517515,-0.849615,0.950635,-0.578732
7421,7421,123.683333,-0.047954,-0.852187,0.042656,-0.519286,-0.851057,0.950369,-0.575943
7422,7422,123.700000,-0.049505,-0.851844,0.039080,-0.519984,-0.852383,0.950321,-0.573264
7423,7423,123.716667,-0.043967,-0.855635,0.041838,-0.514008,-0.853257,0.950538,-0.570685
7424,7424,123.733333,-0.043994,-0.856765,0.042138,-0.512096,-0.854434,0.950508,-0.567810
7425,7425,123.750000,-0.045709,-0.856184,0.041197,-0.512995,-0.855866,0.950359,-0.564900
7426,7426,123.766667,-0.048902,-0.855881,0.042364,-0.513109,-0.857107,0.950249,-0.561878
7427,7427,123.783333,-0.043653,-0.860788,0.043403,-0.505228,-0.857955,0.950355,-0.559339
7428,7428,123.800000,-0.048890,-0.857998,0.040708,-0.509698,-0.859518,0.950267,-0.556024
7429,7429,123.816667,-0.047699,-0.858973,0.043454,-0.507939,-0.860790,0.950236,-0.553343
7430,7430,123.833333,-0.043713,-0.862548,0.043024,-0.502245,-0.861524,0.950388,-0.550759
7431,7431,123.850000,-0.050340,-0.860064,0.042711,-0.505897,-0.863131,0.950144,-0.547516
7432,7432,123.866667,-0.049125,-0.861398,0.041525,-0.503841,-0.864212,0.950255,-0.544762
7433,7433,123.883333,-0.043416,-0.864947,0.043605,-0.498077,-0.864859,0.950333,-0.542395
7434,7434,123.900000,-0.046851,-0.863900,0.042123,-0.499708,-0.866301,0.950318,-0.539379
7435,7435,123.916667,-0.049235,-0.862498,0.039086,-0.502140,-0.867193,0.950211,-0.536426
7436,7436,123.933333,-0.047631,-0.864721,0.042897,-0.498145,-0.867951,0.950229,-0.533873
7437,7437,123.950000,-0.047186,-0.864605,0.042513,-0.498422,-0.868793,0.950250,-0.531235
7438,7438,123.966667,-0.047267,-0.865333,0.041600,-0.497226,-0.869577,0.950204,-0.528445
7439,7439,123.983333,-0.050486,-0.864632,0.040283,-0.498237,-0.870414,0.950090,-0.525848
7440,7440,124.000000,-0.049102,-0.864934,0.038892,-0.497961,-0.871218,0.950111,-0.523421
7441,7441,124.016667,-0.049324,-0.866086,0.041182,-0.495748,-0.872049,0.950129,-0.520999
7442,7442,124.033333,-0.050771,-0.866122,0.037987,-0.495794,-0.872696,0.950351,-0.518516
7443,7443,124.050000,-0.044047,-0.868208,0.039346,-0.492673,-0.873181,0.950320,-0.516263
7444,7444,124.066667,-0.044275,-0.869520,0.042153,-0.490100,-0.873908,0.950221,-0.513968
7445,7445,124.083333,-0.049474,-0.867867,0.040033,-0.492704,-0.874935,0.950111,-0.511607
7446,7446,124.100000,-0.045218,-0.869660,0.041683,-0.489806,-0.875362,0.950119,-0.509270
7447,7447,124.116667,-0.044308,-0.870944,0.042912,-0.487495,-0.876023,0.950135,-0.506949
7448,7448,124.133333,-0.045294,-0.870342,0.041130,-0.488633,-0.876663,0.950134,-0.504571
7449,7449,124.150000,-0.045424,-0.870944,0.042040,-0.487469,-0.877314,0.949949,-0.502229
7450,7450,124.166667,-0.045148,-0.872234,0.042339,-0.485156,-0.877847,0.950079,-0.499926
7451,7451,124.183333,-0.044207,-0.872504,0.042067,-0.484781,-0.878241,0.950038,-0.497453
7452,7452,124.200000,-0.044102,-0.872834,0.045082,-0.483925,-0.878859,0.949795,-0.495013
7453,7453,124.216667,-0.045238,-0.873053,0.044276,-0.483499,-0.879366,0.949703,-0.492412
7454,7454,124.233333,-0.045206,-0.873391,0.041893,-0.483104,-0.879704,0.949930,-0.489922
7455,7455,124.250000,-0.045774,-0.873632,0.043230,-0.482498,-0.880322,0.949823,-0.487420
7456,7456,124.266667,-0.042722,-0.874896,0.045631,-0.480260,-0.880795,0.949569,-0.484762
7457,7457,124.283333,-0.046545,-0.874484,0.043396,-0.480862,-0.881088,0.949713,-0.482127
7458,7458,124.300000,-0.050626,-0.873963,0.041496,-0.481564,-0.881585,0.949913,-0.479502
7459,7459,124.316667,-0.045896,-0.875415,0.045396,-0.479043,-0.882020,0.949657,-0.476874
7460,7460,124.333333,-0.044890,-0.875102,0.045052,-0.479741,-0.882388,0.949696,-0.474219
7461,7461,124.350000,-0.047687,-0.875964,0.042268,-0.478149,-0.882518,0.949953,-0.471428
7462,7462,124.366667,-0.050343,-0.875088,0.042056,-0.479498,-0.883130,0.949805,-0.468548
7463,7463,124.383333,-0.045298,-0.876815,0.045244,-0.476546,-0.883502,0.949635,-0.465790
7464,7464,124.400000,-0.045309,-0.876058,0.043992,-0.478052,-0.883830,0.949682,-0.462867
7465,7465,124.416667,-0.049984,-0.875594,0.041668,-0.478645,-0.883850,0.949887,-0.459831
7466,7466,124.433333,-0.050286,-0.876592,0.042831,-0.476680,-0.884201,0.949744,-0.456883
7467,7467,124.450000,-0.043547,-0.876943,0.045230,-0.476475,-0.884508,0.949532,-0.453813
7468,7468,124.466667,-0.047018,-0.876734,0.043481,-0.476693,-0.884482,0.949637,-0.450775
7469,7469,124.483333,-0.048110,-0.877054,0.042816,-0.476055,-0.884535,0.949721,-0.447650
7470,7470,124.500000,-0.048630,-0.876871,0.041538,-0.476453,-0.884510,0.949692,-0.444479
7471,7471,124.516667,-0.045889,-0.877973,0.044275,-0.474445,-0.884728,0.949446,-0.441280
7472,7472,124.533333,-0.048587,-0.877805,0.043173,-0.474588,-0.884619,0.949641,-0.438128
7473,7473,124.550000,-0.048074,-0.877896,0.042846,-0.474502,-0.884571,0.949601,-0.434900
7474,7474,124.566667,-0.048787,-0.877472,0.043477,-0.475154,-0.884463,0.949585,-0.431565
7475,7475,124.583333,-0.049409,-0.877873,0.043791,-0.474321,-0.884681,0.949685,-0.428288
7476,7476,124.600000,-0.045082,-0.878939,0.045346,-0.472629,-0.884754,0.949351,-0.425026
7477,7477,124.616667,-0.048991,-0.877835,0.042254,-0.474573,-0.884672,0.949551,-0.421732
7478,7478,124.633333,-0.047407,-0.878336,0.042111,-0.473819,-0.884915,0.949423,-0.418563
7479,7479,124.650000,-0.045163,-0.879073,0.043656,-0.472531,-0.885171,0.949381,-0.415124
7480,7480,124.666667,-0.049652,-0.878382,0.042077,-0.473508,-0.885255,0.949518,-0.411737
7481,7481,124.683333,-0.046361,-0.878701,0.041777,-0.473276,-0.885400,0.949470,-0.408523
7482,7482,124.700000,-0.046975,-0.879296,0.043944,-0.471911,-0.885627,0.949422,-0.405223
7483,7483,124.716667,-0.046061,-0.879593,0.045060,-0.471343,-0.885903,0.949222,-0.401835
7484,7484,124.733333,-0.046109,-0.879792,0.042270,-0.471226,-0.885999,0.949322,-0.398468
7485,7485,124.750000,-0.046894,-0.880077,0.042028,-0.470637,-0.886198,0.949438,-0.395006
7486,7486,124.766667,-0.047943,-0.880630,0.045160,-0.469204,-0.886463,0.949341,-0.391556
7487,7487,124.783333,-0.046229,-0.880820,0.043215,-0.469203,-0.886439,0.949247,-0.388186
7488,7488,124.800000,-0.047501,-0.880910,0.042585,-0.468964,-0.886680,0.949261,-0.384685
7489,7489,124.816667,-0.048090,-0.880880,0.042472,-0.468971,-0.886557,0.949341,-0.381221
7490,7490,124.833333,-0.044853,-0.881504,0.043253,-0.468047,-0.886745,0.949115,-0.377721
7491,7491,124.850000,-0.045522,-0.882060,0.044034,-0.466861,-0.886855,0.949059,-0.374207
7492,7492,124.866667,-0.048447,-0.881610,0.043335,-0.467481,-0.886643,0.949230,-0.370851
7493,7493,124.883333,-0.046776,-0.882504,0.044137,-0.465887,-0.886653,0.949076,-0.367494
7494,7494,124.900000,-0.044912,-0.883114,0.044079,-0.464920,-0.886886,0.948984,-0.363921
7495,7495,124.916667,-0.048364,-0.882856,0.043995,-0.465071,-0.886863,0.949151,-0.360548
7496,7496,124.933333,-0.047258,-0.882935,0.044508,-0.464986,-0.886820,0.949035,-0.357226
7497,7497,124.950000,-0.045282,-0.883764,0.043935,-0.463660,-0.887037,0.948876,-0.353677
7498,7498,124.966667,-0.047788,-0.882957,0.042840,-0.465046,-0.887183,0.949059,-0.350053
7499,7499,124.983333,-0.044443,-0.883837,0.042755,-0.463713,-0.887228,0.948829,-0.346606
7500,7500,125.000000,-0.047530,-0.884197,0.043310,-0.462666,-0.887135,0.949031,-0.343416
7501,7501,125.016667,-0.047642,-0.884467,0.042568,-0.462208,-0.887155,0.948999,-0.339905
7502,7502,125.033333,-0.045722,-0.884789,0.044129,-0.461640,-0.887447,0.948801,-0.336483
7503,7503,125.050000,-0.048737,-0.884195,0.043164,-0.462558,-0.887347,0.949006,-0.333170
7504,7504,125.066667,-0.045667,-0.885436,0.043628,-0.460449,-0.887438,0.948732,-0.329820
7505,7505,125.083333,-0.046800,-0.885460,0.042678,-0.460378,-0.887308,0.948877,-0.326585
7506,7506,125.100000,-0.047185,-0.885605,0.041428,-0.460176,-0.887251,0.948914,-0.323400
7507,7507,125.116667,-0.045411,-0.886710,0.044965,-0.457889,-0.887293,0.948664,-0.320260
7508,7508,125.133333,-0.048594,-0.885967,0.042836,-0.459202,-0.887119,0.948937,-0.317117
7509,7509,125.150000,-0.045209,-0.887142,0.043715,-0.457192,-0.887331,0.948836,-0.314114
7510,7510,125.166667,-0.043687,-0.887479,0.043578,-0.456699,-0.887246,0.948695,-0.311172
7511,7511,125.183333,-0.048671,-0.886918,0.043710,-0.457271,-0.887095,0.948875,-0.308307
7512,7512,125.200000,-0.047336,-0.887262,0.044480,-0.456671,-0.887210,0.948828,-0.305218
7513,7513,125.216667,-0.044595,-0.887663,0.044571,-0.456158,-0.887201,0.948681,-0.302162
7514,7514,125.233333,-0.047411,-0.887197,0.042246,-0.456999,-0.887315,0.948741,-0.299398
7515,7515,125.250000,-0.046016,-0.887515,0.045459,-0.456216,-0.887403,0.948752,-0.296375
7516,7516,125.266667,-0.044809,-0.888004,0.044494,-0.455479,-0.887426,0.948806,-0.293303
7517,7517,125.283333,-0.045991,-0.888242,0.043569,-0.454986,-0.887319,0.948626,-0.290358
7518,7518,125.300000,-0.044761,-0.888296,0.045250,-0.454841,-0.887152,0.948452,-0.287479
7519,7519,125.316667,-0.043486,-0.888458,0.046287,-0.454543,-0.887342,0.948593,-0.284467
7520,7520,125.333333,-0.043301,-0.889519,0.044875,-0.452624,-0.887299,0.948634,-0.281428
7521,7521,125.350000,-0.047837,-0.888846,0.043237,-0.453646,-0.887244,0.948721,-0.278612
7522,7522,125.366667,-0.042559,-0.889367,0.045315,-0.452949,-0.887336,0.948467,-0.275687
7523,7523,125.383333,-0.041767,-0.890247,0.045277,-0.451293,-0.887441,0.948453,-0.272747
7524,7524,125.400000,-0.041432,-0.890427,0.045402,-0.450957,-0.887423,0.948362,-0.269893
7525,7525,125.416667,-0.041726,-0.890194,0.045056,-0.451424,-0.887296,0.948396,-0.267057
7526,7526,125.433333,-0.041248,-0.890248,0.045640,-0.451303,-0.887065,0.948426,-0.264223
7527,7527,125.450000,-0.041816,-0.891056,0.045036,-0.449714,-0.887462,0.948370,-0.261269
7528,7528,125.466667,-0.041324,-0.891154,0.045515,-0.449517,-0.887360,0.948309,-0.258405
7529,7529,125.483333,-0.040794,-0.890453,0.046871,-0.450813,-0.887218,0.948438,-0.255592
7530,7530,125.500000,-0.041922,-0.891587,0.045400,-0.448614,-0.887452,0.948322,-0.252688
7531,7531,125.516667,-0.041170,-0.891136,0.045013,-0.449616,-0.887207,0.948309,-0.249818
7532,7532,125.533333,-0.039953,-0.891790,0.046529,-0.448273,-0.887159,0.948270,-0.247031
7533,7533,125.550000,-0.041724,-0.892170,0.045742,-0.447437,-0.887149,0.948387,-0.244267
7534,7534,125.566667,-0.040016,-0.891662,0.048702,-0.448292,-0.886957,0.948311,-0.241297
7535,7535,125.583333,-0.041551,-0.892114,0.045710,-0.447569,-0.886963,0.948345,-0.238716
7536,7536,125.600000,-0.040976,-0.892566,0.046099,-0.446678,-0.886948,0.948320,-0.235924
7537,7537,125.616667,-0.041111,-0.892982,0.046274,-0.445816,-0.887065,0.948390,-0.233041
7538,7538,125.633333,-0.036579,-0.893806,0.049124,-0.444251,-0.887486,0.948078,-0.230624
7539,7539,125.650000,-0.040799,-0.893119,0.045802,-0.445619,-0.886964,0.948302,-0.227671
7540,7540,125.666667,-0.040841,-0.893716,0.045747,-0.444421,-0.887092,0.948375,-0.224904
7541,7541,125.683333,-0.039017,-0.893200,0.045903,-0.445605,-0.887119,0.948455,-0.222095
7542,7542,125.700000,-0.041447,-0.893693,0.046257,-0.444359,-0.886982,0.948380,-0.219476
7543,7543,125.716667,-0.043543,-0.893130,0.045783,-0.445339,-0.887045,0.948508,-0.216569
7544,7544,125.733333,-0.040476,-0.893396,0.045533,-0.445120,-0.887106,0.948542,-0.213787
7545,7545,125.750000,-0.042551,-0.893668,0.045664,-0.444368,-0.886828,0.948405,-0.211236
7546,7546,125.766667,-0.041526,-0.894655,0.046164,-0.442423,-0.886805,0.948467,-0.208571
7547,7547,125.783333,-0.040493,-0.893782,0.045642,-0.444333,-0.886870,0.948508,-0.205644
7548,7548,125.800000,-0.042359,-0.894781,0.045374,-0.442170,-0.886689,0.948383,-0.202948
7549,7549,125.816667,-0.040537,-0.895081,0.046761,-0.441589,-0.886391,0.948346,-0.199967
7550,7550,125.833333,-0.043472,-0.894940,0.046302,-0.441644,-0.886593,0.948340,-0.197115
7551,7551,125.850000,-0.040654,-0.895090,0.045662,-0.441674,-0.886550,0.948433,-0.194226
7552,7552,125.866667,-0.040054,-0.894826,0.046410,-0.442185,-0.886188,0.948373,-0.191234
7553,7553,125.883333,-0.041785,-0.896349,0.047748,-0.438785,-0.886423,0.948293,-0.188380
7554,7554,125.900000,-0.040670,-0.896062,0.047463,-0.439506,-0.886373,0.948448,-0.185474
7555,7555,125.916667,-0.041227,-0.895342,0.045508,-0.441125,-0.886136,0.948419,-0.182507
7556,7556,125.933333,-0.041421,-0.896458,0.045579,-0.438827,-0.886203,0.948299,-0.179594
7557,7557,125.950000,-0.040836,-0.896271,0.046406,-0.439178,-0.886179,0.948368,-0.176719
7558,7558,125.966667,-0.042952,-0.896675,0.046228,-0.438168,-0.885780,0.948388,-0.173964
7559,7559,125.983333,-0.043089,-0.896884,0.047659,-0.437575,-0.885832,0.948299,-0.170865
7560,7560,126.000000,-0.041796,-0.897002,0.046535,-0.437580,-0.885968,0.948363,-0.167923
7561,7561,126.016667,-0.044396,-0.896946,0.045320,-0.437564,-0.885552,0.948502,-0.165105
7562,7562,126.033333,-0.043184,-0.897241,0.046512,-0.436955,-0.885473,0.948288,-0.161971
7563,7563,126.050000,-0.042635,-0.897853,0.046935,-0.435705,-0.885467,0.948302,-0.158884
7564,7564,126.066667,-0.042490,-0.897409,0.045941,-0.436739,-0.885382,0.948439,-0.155897
7565,7565,126.083333,-0.042821,-0.897376,0.047950,-0.436558,-0.884964,0.948200,-0.152951
7566,7566,126.100000,-0.043443,-0.897866,0.046388,-0.435658,-0.885021,0.948287,-0.149757
7567,7567,126.116667,-0.043898,-0.897616,0.044761,-0.436296,-0.884838,0.948538,-0.146625
7568,7568,126.133333,-0.043037,-0.898549,0.047597,-0.434156,-0.884678,0.948264,-0.143559
7569,7569,126.150000,-0.043255,-0.898837,0.047700,-0.433527,-0.884495,0.948227,-0.140546
7570,7570,126.166667,-0.041788,-0.898447,0.045852,-0.434677,-0.884411,0.948327,-0.137296
7571,7571,126.183333,-0.041883,-0.899086,0.046966,-0.433225,-0.884337,0.948255,-0.134141
7572,7572,126.200000,-0.041565,-0.899154,0.047082,-0.433102,-0.883762,0.948193,-0.130909
7573,7573,126.216667,-0.042019,-0.898904,0.049349,-0.433325,-0.883680,0.948271,-0.127654
7574,7574,126.233333,-0.043185,-0.899206,0.047121,-0.432832,-0.883432,0.948255,-0.124276
7575,7575,126.250000,-0.044710,-0.899401,0.043903,-0.432609,-0.883342,0.948391,-0.121227
7576,7576,126.266667,-0.041707,-0.900556,0.049432,-0.429902,-0.883272,0.948113,-0.117792
7577,7577,126.283333,-0.042388,-0.900349,0.046834,-0.430559,-0.883060,0.948180,-0.114171
7578,7578,126.300000,-0.041184,-0.900027,0.047190,-0.431311,-0.882883,0.948272,-0.110707
7579,7579,126.316667,-0.041816,-0.900844,0.050016,-0.429220,-0.882826,0.948012,-0.107367
7580,7580,126.333333,-0.041453,-0.900996,0.046194,-0.429364,-0.882578,0.948150,-0.103867
7581,7581,126.350000,-0.044689,-0.900748,0.045885,-0.429594,-0.882374,0.948422,-0.100198
7582,7582,126.366667,-0.045317,-0.900369,0.046932,-0.430209,-0.882187,0.948366,-0.096630
7583,7583,126.383333,-0.041952,-0.901614,0.049723,-0.427622,-0.881928,0.948063,-0.093061
7584,7584,126.400000,-0.043062,-0.901020,0.048527,-0.428899,-0.881853,0.948073,-0.089208
7585,7585,126.416667,-0.045607,-0.901092,0.046029,-0.428759,-0.881717,0.948316,-0.085448
7586,7586,126.433333,-0.040791,-0.902484,0.050011,-0.425860,-0.881465,0.948077,-0.081895
7587,7587,126.450000,-0.040755,-0.902703,0.049043,-0.425512,-0.881234,0.948025,-0.078283
7588,7588,126.466667,-0.040866,-0.902387,0.049078,-0.426168,-0.881143,0.948041,-0.074330
7589,7589,126.483333,-0.044276,-0.901487,0.045650,-0.428109,-0.880683,0.948093,-0.070661
7590,7590,126.500000,-0.044399,-0.902607,0.047309,-0.425547,-0.880492,0.948141,-0.067147
7591,7591,126.516667,-0.044581,-0.902840,0.048827,-0.424863,-0.880286,0.948167,-0.063418
7592,7592,126.533333,-0.046114,-0.902672,0.045791,-0.425394,-0.880217,0.948201,-0.059393
7593,7593,126.550000,-0.040606,-0.903246,0.050033,-0.424258,-0.880229,0.947823,-0.055606
7594,7594,126.566667,-0.040750,-0.903721,0.049014,-0.423350,-0.879950,0.947928,-0.052023
7595,7595,126.583333,-0.042813,-0.903511,0.048744,-0.423625,-0.879778,0.948098,-0.048298
7596,7596,126.600000,-0.045890,-0.903025,0.046361,-0.424606,-0.879593,0.948107,-0.044392
7597,7597,126.616667,-0.038874,-0.903772,0.045785,-0.423780,-0.879318,0.947899,-0.040599
7598,7598,126.633333,-0.041891,-0.904819,0.048605,-0.420935,-0.879346,0.948079,-0.037049
7599,7599,126.650000,-0.040512,-0.905081,0.050190,-0.420319,-0.879420,0.947849,-0.033089
7600,7600,126.666667,-0.040073,-0.904987,0.049648,-0.420627,-0.879145,0.947954,-0.029347
7601,7601,126.683333,-0.042300,-0.903938,0.046975,-0.422966,-0.878678,0.948098,-0.025669
7602,7602,126.700000,-0.043509,-0.905088,0.047770,-0.420287,-0.878527,0.948182,-0.022078
7603,7603,126.716667,-0.043803,-0.904767,0.047499,-0.420976,-0.878145,0.948106,-0.018222
7604,7604,126.733333,-0.041928,-0.904871,0.048466,-0.420835,-0.877893,0.947953,-0.014539
7605,7605,126.750000,-0.042856,-0.905703,0.048138,-0.418985,-0.878237,0.948151,-0.010889
7606,7606,126.766667,-0.043996,-0.905026,0.048084,-0.420335,-0.877641,0.948085,-0.007174
7607,7607,126.783333,-0.042515,-0.907422,0.050649,-0.414984,-0.877394,0.948204,-0.003306
7608,7608,126.800000,-0.042493,-0.907090,0.050898,-0.415682,-0.876767,0.948138,0.000420
7609,7609,126.816667,-0.050680,-0.908308,0.046976,-0.412555,-0.876385,0.948480,0.004444
7610,7610,126.833333,-0.050005,-0.907475,0.045088,-0.414676,-0.876326,0.948324,0.008125
7611,7611,126.850000,-0.040019,-0.908412,0.050957,-0.413026,-0.876163,0.948014,0.011505
7612,7612,126.866667,-0.048839,-0.909312,0.046775,-0.410582,-0.875580,0.948525,0.015438
7613,7613,126.883333,-0.043421,-0.906885,0.049626,-0.416187,-0.875812,0.948159,0.018529
7614,7614,126.900000,-0.043190,-0.907679,0.050183,-0.414410,-0.875073,0.948121,0.022354
7615,7615,126.916667,-0.049926,-0.907943,0.044907,-0.413680,-0.875422,0.948379,0.026496
7616,7616,126.933333,-0.041998,-0.907874,0.047204,-0.414455,-0.875345,0.948117,0.029616
7617,7617,126.950000,-0.038304,-0.909250,0.049728,-0.411491,-0.875060,0.948009,0.033279
7618,7618,126.966667,-0.045416,-0.908558,0.047794,-0.412524,-0.874487,0.948246,0.037053
7619,7619,126.983333,-0.040911,-0.907665,0.048035,-0.414925,-0.874190,0.948043,0.040530
7620,7620,127.000000,-0.048916,-0.909367,0.045220,-0.410627,-0.874064,0.948360,0.044729
7621,7621,127.016667,-0.041181,-0.908532,0.047915,-0.413010,-0.873712,0.948038,0.047927
7622,7622,127.033333,-0.046711,-0.909923,0.045897,-0.409575,-0.873648,0.948456,0.052127
7623,7623,127.050000,-0.042885,-0.908466,0.047447,-0.413037,-0.873469,0.948142,0.055328
7624,7624,127.066667,-0.041966,-0.908940,0.049110,-0.411891,-0.872825,0.948070,0.059105
7625,7625,127.083333,-0.042727,-0.908473,0.048492,-0.412915,-0.872847,0.948001,0.062847
7626,7626,127.100000,-0.042457,-0.910951,0.052923,-0.406898,-0.872193,0.948267,0.066722
7627,7627,127.116667,-0.049898,-0.910693,0.046435,-0.407422,-0.872311,0.948476,0.070676
7628,7628,127.133333,-0.048939,-0.911183,0.046482,-0.406436,-0.871903,0.948424,0.074386
7629,7629,127.150000,-0.047377,-0.911802,0.046180,-0.405265,-0.871484,0.948532,0.077945
7630,7630,127.166667,-0.047786,-0.911904,0.045592,-0.405054,-0.871169,0.948475,0.081665
7631,7631,127.183333,-0.048029,-0.912248,0.045582,-0.404250,-0.870969,0.948492,0.085324
7632,7632,127.200000,-0.043784,-0.911948,0.048577,-0.405061,-0.870607,0.948360,0.088733
7633,7633,127.216667,-0.040470,-0.911493,0.049822,-0.406277,-0.870102,0.948230,0.092323
7634,7634,127.233333,-0.045029,-0.912260,0.047078,-0.404399,-0.869982,0.948322,0.096250
7635,7635,127.250000,-0.047141,-0.912873,0.047113,-0.402767,-0.869791,0.948499,0.100081
7636,7636,127.266667,-0.040525,-0.912801,0.048990,-0.403425,-0.869363,0.948415,0.103425
7637,7637,127.283333,-0.044420,-0.913136,0.047022,-0.402491,-0.869183,0.948393,0.107091
7638,7638,127.300000,-0.043893,-0.913188,0.046805,-0.402456,-0.868819,0.948405,0.110879
7639,7639,127.316667,-0.041052,-0.911668,0.049119,-0.405910,-0.868272,0.948370,0.114091
7640,7640,127.333333,-0.045595,-0.914351,0.046435,-0.399658,-0.868056,0.948617,0.118200
7641,7641,127.350000,-0.043246,-0.913734,0.048001,-0.401143,-0.867911,0.948424,0.121879
7642,7642,127.366667,-0.043319,-0.914025,0.047046,-0.400586,-0.867404,0.948333,0.125577
7643,7643,127.383333,-0.041452,-0.914316,0.048352,-0.399964,-0.867119,0.948540,0.129143
7644,7644,127.400000,-0.046234,-0.914979,0.047710,-0.397995,-0.866812,0.948453,0.132684
7645,7645,127.416667,-0.046534,-0.915266,0.045244,-0.397588,-0.866451,0.948581,0.136350
7646,7646,127.433333,-0.045261,-0.915251,0.047304,-0.397528,-0.865986,0.948622,0.140041
7647,7647,127.450000,-0.047520,-0.915393,0.045521,-0.397147,-0.865621,0.948580,0.143496
7648,7648,127.466667,-0.034943,-0.915872,0.049638,-0.396855,-0.865277,0.947850,0.147023
7649,7649,127.483333,-0.037034,-0.916615,0.048915,-0.395035,-0.864246,0.948102,0.150182
7650,7650,127.500000,-0.040813,-0.916454,0.047113,-0.395256,-0.864305,0.948416,0.153933
7651,7651,127.516667,-0.041702,-0.916442,0.047853,-0.395102,-0.863735,0.948257,0.157551
7652,7652,127.533333,-0.044853,-0.917234,0.044888,-0.393261,-0.863142,0.948503,0.161264
7653,7653,127.550000,-0.037406,-0.916349,0.048371,-0.395684,-0.862688,0.948065,0.164476
7654,7654,127.566667,-0.039946,-0.918310,0.047069,-0.391018,-0.862395,0.948246,0.167603
7655,7655,127.583333,-0.041307,-0.916930,0.047948,-0.393998,-0.862141,0.948264,0.171246
7656,7656,127.600000,-0.037945,-0.917540,0.048424,-0.392855,-0.861602,0.947962,0.174516
7657,7657,127.616667,-0.033613,-0.918300,0.048455,-0.391468,-0.861339,0.947914,0.178017
7658,7658,127.633333,-0.031292,-0.919493,0.049720,-0.388691,-0.861103,0.947717,0.181305
7659,7659,127.650000,-0.033844,-0.919774,0.050589,-0.387701,-0.860280,0.947701,0.183929
7660,7660,127.666667,-0.036042,-0.919536,0.050120,-0.388127,-0.860265,0.948060,0.187380
7661,7661,127.683333,-0.036545,-0.918755,0.051017,-0.389808,-0.859768,0.947997,0.190463
7662,7662,127.700000,-0.040501,-0.920126,0.047072,-0.386668,-0.859169,0.948111,0.193046
7663,7663,127.716667,-0.039199,-0.919686,0.048407,-0.387683,-0.858620,0.948112,0.195988
7664,7664,127.733333,-0.044500,-0.920302,0.045936,-0.385946,-0.858012,0.948320,0.199122
7665,7665,127.750000,-0.031727,-0.921215,0.049868,-0.384538,-0.857719,0.947531,0.202104
7666,7666,127.766667,-0.033560,-0.921184,0.050189,-0.384415,-0.857181,0.947864,0.204869
7667,7667,127.783333,-0.038414,-0.921776,0.047261,-0.382910,-0.856747,0.948260,0.207611
7668,7668,127.800000,-0.045105,-0.921034,0.044983,-0.384238,-0.856061,0.948288,0.210790
7669,7669,127.816667,-0.040662,-0.921480,0.047256,-0.383390,-0.855809,0.948066,0.213243
7670,7670,127.833333,-0.031658,-0.922038,0.052410,-0.382227,-0.855218,0.947846,0.216152
7671,7671,127.850000,-0.040303,-0.920693,0.048903,-0.385110,-0.854864,0.947937,0.219190
7672,7672,127.866667,-0.042316,-0.921787,0.045221,-0.382717,-0.854073,0.948209,0.221961
7673,7673,127.883333,-0.032348,-0.923024,0.050181,-0.380082,-0.853769,0.947717,0.224601
7674,7674,127.900000,-0.041423,-0.921886,0.046762,-0.382391,-0.853368,0.947935,0.227545
7675,7675,127.916667,-0.039485,-0.922553,0.047142,-0.380939,-0.852740,0.947979,0.230349
7676,7676,127.933333,-0.037779,-0.922692,0.049340,-0.380498,-0.852275,0.947999,0.233053
7677,7677,127.950000,-0.042886,-0.921422,0.047907,-0.383205,-0.851956,0.947854,0.236304
7678,7678,127.966667,-0.037181,-0.923056,0.047454,-0.379912,-0.851358,0.947865,0.238737
7679,7679,127.983333,-0.042023,-0.922138,0.047232,-0.381660,-0.851020,0.947746,0.241945
7680,7680,128.000000,-0.037502,-0.923238,0.048306,-0.379330,-0.850375,0.947866,0.244440
7681,7681,128.016667,-0.039888,-0.923433,0.046830,-0.378797,-0.849845,0.947896,0.247352
7682,7682,128.033333,-0.043016,-0.922886,0.046469,-0.379832,-0.849408,0.947735,0.250340
7683,7683,128.050000,-0.038839,-0.923869,0.049398,-0.377516,-0.848898,0.947845,0.252844
