Frame,Time_Seconds,camera_Rotation_X,camera_Rotation_Y,camera_Rotation_Z,camera_Rotation_W,camera_Position_X,camera_Position_Y,camera_Position_Z
924,15.400000,0.104743,0.091245,-0.003833,-0.990297,0.003781,1.275626,0.269689
925,15.416667,0.105415,0.090506,-0.002928,-0.990297,0.004002,1.275588,0.269713
926,15.433333,0.105608,0.091128,-0.003077,-0.990219,0.004305,1.275602,0.269896
927,15.450000,0.105563,0.090655,-0.003173,-0.990267,0.004503,1.275613,0.269997
928,15.466667,0.105803,0.090131,-0.002891,-0.990290,0.004679,1.275622,0.270155
929,15.483333,0.105821,0.090033,-0.002952,-0.990297,0.004897,1.275530,0.270291
930,15.500000,0.105155,0.089540,-0.002614,-0.990413,0.005121,1.275445,0.270475
931,15.516667,0.101570,0.090297,0.000824,-0.990722,0.005463,1.275542,0.270655
932,15.533333,0.101102,0.090527,0.000809,-0.990749,0.005598,1.275382,0.270725
933,15.550000,0.099952,0.089752,0.000119,-0.990936,0.005765,1.275232,0.270848
934,15.566667,0.099663,0.088916,-0.000313,-0.991040,0.006034,1.275114,0.270878
935,15.583333,0.098894,0.089781,-0.001591,-0.991038,0.005876,1.275206,0.271132
936,15.600000,0.100402,0.089564,0.000731,-0.990907,0.006171,1.274871,0.271174
937,15.616667,0.098259,0.089413,-0.001056,-0.991135,0.006247,1.274993,0.271434
938,15.633333,0.098349,0.088769,-0.001075,-0.991184,0.006462,1.274942,0.271648
939,15.650000,0.100320,0.088444,0.001309,-0.991016,0.006733,1.274736,0.271658
940,15.666667,0.100495,0.088091,0.001096,-0.991030,0.006777,1.274786,0.271822
941,15.683333,0.100748,0.087852,0.000774,-0.991025,0.006855,1.274834,0.271887
942,15.700000,0.101432,0.087664,0.000538,-0.990972,0.006868,1.274888,0.271944
943,15.716667,0.101097,0.087672,-0.000580,-0.991006,0.006858,1.275003,0.272059
944,15.733333,0.103999,0.085819,-0.004095,-0.990860,0.006707,1.274919,0.272166
945,15.750000,0.104386,0.085623,-0.004606,-0.990834,0.006759,1.275023,0.272245
946,15.766667,0.104384,0.085827,-0.005418,-0.990812,0.006748,1.275136,0.272287
947,15.783333,0.104527,0.085775,-0.005897,-0.990799,0.006763,1.275325,0.272347
948,15.800000,0.105778,0.086009,-0.007046,-0.990638,0.006768,1.275619,0.272363
949,15.816667,0.107243,0.085990,-0.006894,-0.990483,0.006773,1.275875,0.272391
950,15.833333,0.107549,0.085857,-0.007492,-0.990457,0.006794,1.276060,0.272446
951,15.850000,0.107098,0.085583,-0.010092,-0.990507,0.006709,1.276375,0.272591
952,15.866667,0.108454,0.083929,-0.010098,-0.990501,0.006847,1.276585,0.272601
953,15.883333,0.107920,0.083822,-0.010605,-0.990563,0.006865,1.276786,0.272765
954,15.900000,0.106803,0.083115,-0.011414,-0.990735,0.006668,1.276922,0.273012
955,15.916667,0.107321,0.082488,-0.011599,-0.990729,0.006621,1.277094,0.273124
956,15.933333,0.107952,0.082326,-0.011764,-0.990672,0.006633,1.277232,0.273134
957,15.950000,0.108471,0.082076,-0.012078,-0.990632,0.006620,1.277396,0.273125
958,15.966667,0.110206,0.079644,-0.010770,-0.990654,0.006895,1.277538,0.272992
959,15.983333,0.109862,0.079802,-0.011956,-0.990666,0.006702,1.277641,0.273217
960,16.000000,0.109243,0.079130,-0.011643,-0.990792,0.006697,1.277745,0.273259
961,16.016667,0.109212,0.078760,-0.011705,-0.990824,0.006723,1.277861,0.273305
962,16.033333,0.109469,0.078739,-0.011685,-0.990798,0.006695,1.277959,0.273334
963,16.050000,0.107506,0.078724,-0.014792,-0.990973,0.006491,1.278286,0.273481
964,16.066667,0.105648,0.079655,-0.011551,-0.991141,0.006593,1.278482,0.273517
965,16.083333,0.106778,0.079711,-0.013374,-0.990992,0.006555,1.278350,0.273641
966,16.100000,0.107804,0.079356,-0.009781,-0.990952,0.006486,1.278095,0.273595
967,16.116667,0.105966,0.079931,-0.013683,-0.991058,0.006330,1.278184,0.273829
968,16.133333,0.107792,0.078956,-0.010187,-0.990981,0.006298,1.277846,0.273852
969,16.150000,0.108245,0.078985,-0.010073,-0.990930,0.006159,1.277791,0.273872
970,16.166667,0.105727,0.079028,-0.013124,-0.991163,0.005945,1.277991,0.274017
971,16.183333,0.108013,0.078579,-0.010230,-0.990986,0.005849,1.277642,0.273895
972,16.200000,0.107806,0.078112,-0.011007,-0.991037,0.005653,1.277680,0.273862
973,16.216667,0.108017,0.078244,-0.011078,-0.991003,0.005409,1.277637,0.273838
974,16.233333,0.107955,0.077800,-0.011389,-0.991041,0.005234,1.277620,0.273780
975,16.250000,0.107517,0.077470,-0.010905,-0.991120,0.005056,1.277617,0.273737
976,16.266667,0.106775,0.077685,-0.011424,-0.991178,0.004877,1.277530,0.273750
977,16.283333,0.111474,0.074074,-0.015863,-0.990876,0.004399,1.277238,0.273994
978,16.300000,0.111409,0.073957,-0.015675,-0.990895,0.004239,1.277235,0.273994
979,16.316667,0.109369,0.074589,-0.013308,-0.991109,0.004144,1.277334,0.273899
980,16.333333,0.105961,0.075208,-0.010660,-0.991465,0.004057,1.277576,0.273949
981,16.350000,0.108420,0.075020,-0.012387,-0.991193,0.004123,1.277325,0.273920
982,16.366667,0.107020,0.074987,-0.013503,-0.991333,0.004053,1.277340,0.274071
983,16.383333,0.107935,0.074954,-0.014145,-0.991228,0.003971,1.277187,0.274065
984,16.400000,0.108108,0.074624,-0.015378,-0.991215,0.003911,1.277097,0.274167
985,16.416667,0.104141,0.073704,-0.012187,-0.991753,0.004027,1.277227,0.274306
986,16.433333,0.104307,0.072430,-0.012393,-0.991827,0.004142,1.277186,0.274433
987,16.450000,0.104481,0.070520,-0.011938,-0.991952,0.004396,1.277128,0.274550
988,16.466667,0.105127,0.070538,-0.011581,-0.991886,0.004683,1.277082,0.274693
989,16.483333,0.104912,0.070016,-0.011663,-0.991945,0.004858,1.277056,0.274999
990,16.500000,0.104494,0.069597,-0.012802,-0.992005,0.005097,1.277026,0.275330
991,16.516667,0.103303,0.068897,-0.012477,-0.992183,0.005456,1.276909,0.275737
992,16.533333,0.104046,0.068882,-0.011663,-0.992116,0.005829,1.276780,0.276088
993,16.550000,0.103923,0.068424,-0.012766,-0.992147,0.006187,1.276724,0.276368
994,16.566667,0.104633,0.068329,-0.013302,-0.992072,0.006526,1.276752,0.276619
995,16.583333,0.111386,0.067267,-0.021909,-0.991256,0.006779,1.276168,0.276867
996,16.600000,0.111958,0.066302,-0.021243,-0.991271,0.007243,1.276165,0.277099
997,16.616667,0.112987,0.065733,-0.021341,-0.991190,0.007704,1.276180,0.277325
998,16.633333,0.110788,0.062951,-0.024236,-0.991552,0.008360,1.276444,0.277578
999,16.650000,0.102352,0.065662,-0.013385,-0.992489,0.008949,1.277270,0.278154
1000,16.666667,0.101568,0.065930,-0.014536,-0.992535,0.009299,1.277276,0.278421
1001,16.683333,0.101618,0.065941,-0.015037,-0.992522,0.009749,1.277311,0.278695
1002,16.700000,0.104480,0.064134,-0.012898,-0.992373,0.010623,1.277014,0.278699
1003,16.716667,0.112034,0.065938,-0.026111,-0.991170,0.010595,1.276607,0.278878
1004,16.733333,0.108462,0.075616,-0.021596,-0.990985,0.012306,1.276936,0.278417
1005,16.750000,0.107717,0.075306,-0.021191,-0.991099,0.012984,1.276973,0.278665
1006,16.766667,0.109626,0.075881,-0.021310,-0.990843,0.013865,1.276895,0.278930
1007,16.783333,0.110523,0.074025,-0.022154,-0.990865,0.014675,1.277052,0.279098
1008,16.800000,0.104925,0.065100,-0.014385,-0.992243,0.014719,1.277657,0.280053
1009,16.816667,0.105476,0.062252,-0.012993,-0.992386,0.015780,1.277799,0.280206
1010,16.833333,0.113594,0.061331,-0.022466,-0.991378,0.016578,1.277263,0.280383
1011,16.850000,0.106238,0.059721,-0.011941,-0.992474,0.018285,1.278044,0.280831
1012,16.866667,0.104413,0.059020,-0.014295,-0.992678,0.019510,1.278379,0.281223
1013,16.883333,0.105353,0.059798,-0.013948,-0.992537,0.020930,1.278548,0.281383
1014,16.900000,0.114650,0.056844,-0.020967,-0.991557,0.022077,1.278178,0.281412
1015,16.916667,0.107809,0.056686,-0.011437,-0.992489,0.023953,1.279194,0.281718
1016,16.933333,0.116758,0.055538,-0.019336,-0.991418,0.025302,1.278814,0.281538
1017,16.950000,0.109509,0.054917,-0.010109,-0.992416,0.027154,1.279598,0.281782
1018,16.966667,0.115736,0.054008,-0.021542,-0.991577,0.028421,1.279407,0.281995
1019,16.983333,0.108307,0.053714,-0.011113,-0.992603,0.030687,1.280102,0.282505
1020,17.000000,0.109102,0.052737,-0.012235,-0.992555,0.032482,1.280301,0.282505
1021,17.016667,0.109882,0.051077,-0.012687,-0.992550,0.034727,1.280458,0.282618
1022,17.033333,0.110729,0.050636,-0.009131,-0.992518,0.036582,1.280669,0.282672
1023,17.050000,0.117757,0.047372,-0.019271,-0.991725,0.038668,1.280426,0.282488
1024,17.066667,0.111888,0.050291,-0.011323,-0.992383,0.040830,1.281138,0.282551
1025,17.083333,0.113598,0.048115,-0.009094,-0.992320,0.042800,1.281040,0.282702
1026,17.100000,0.120667,0.045282,-0.019659,-0.991465,0.044680,1.280591,0.282914
1027,17.116667,0.110837,0.047884,-0.011949,-0.992613,0.047046,1.281295,0.283340
1028,17.133333,0.112721,0.045849,-0.014229,-0.992466,0.049010,1.281050,0.283671
1029,17.150000,0.110431,0.046033,-0.014349,-0.992714,0.051435,1.281267,0.283909
1030,17.166667,0.119654,0.043537,-0.018951,-0.991680,0.053441,1.280475,0.284058
1031,17.183333,0.110381,0.045963,-0.014317,-0.992723,0.056181,1.281310,0.284267
1032,17.200000,0.118878,0.042976,-0.022759,-0.991717,0.057927,1.280799,0.284682
1033,17.216667,0.111391,0.041892,-0.013761,-0.992798,0.060274,1.281426,0.285037
1034,17.233333,0.119246,0.041081,-0.022604,-0.991757,0.062405,1.280925,0.285285
1035,17.250000,0.113365,0.042091,-0.012175,-0.992587,0.064913,1.281189,0.285497
1036,17.266667,0.111487,0.041856,-0.016656,-0.992744,0.067289,1.281222,0.285921
1037,17.283333,0.119840,0.036981,-0.021186,-0.991878,0.069736,1.280478,0.285966
1038,17.300000,0.119639,0.038067,-0.021634,-0.991852,0.071660,1.280467,0.286254
1039,17.316667,0.110396,0.039590,-0.015202,-0.992983,0.074135,1.281378,0.286803
1040,17.333333,0.117283,0.039238,-0.020008,-0.992121,0.076396,1.280861,0.286730
1041,17.350000,0.112796,0.039020,-0.015320,-0.992734,0.078832,1.281301,0.286896
1042,17.366667,0.120340,0.037657,-0.019561,-0.991826,0.080905,1.280634,0.286832
1043,17.383333,0.114224,0.035923,-0.014851,-0.992694,0.083313,1.280933,0.287174
1044,17.400000,0.117536,0.038448,-0.016682,-0.992184,0.085874,1.280508,0.286860
1045,17.416667,0.118022,0.035989,-0.019727,-0.992163,0.087802,1.280344,0.287278
1046,17.433333,0.115517,0.033394,-0.017107,-0.992597,0.090407,1.280153,0.287666
1047,17.450000,0.114380,0.032951,-0.014952,-0.992778,0.092884,1.279895,0.287902
1048,17.466667,0.113683,0.031489,-0.016502,-0.992881,0.095280,1.279761,0.288395
1049,17.483333,0.118024,0.032920,-0.018878,-0.992285,0.097944,1.279158,0.288413
1050,17.500000,0.114300,0.027312,-0.013977,-0.992972,0.100090,1.279143,0.288700
1051,17.516667,0.119383,0.023505,-0.022591,-0.992313,0.102511,1.278629,0.289126
1052,17.533333,0.112733,0.025193,-0.012660,-0.993225,0.104818,1.278898,0.289055
1053,17.550000,0.112702,0.020867,-0.017832,-0.993250,0.107234,1.278984,0.289513
1054,17.566667,0.115248,0.015921,-0.018861,-0.993030,0.109784,1.278645,0.289733
1055,17.583333,0.113543,0.015406,-0.016041,-0.993284,0.112099,1.278691,0.289955
1056,17.600000,0.116002,0.015589,-0.020220,-0.992921,0.114684,1.278340,0.289948
1057,17.616667,0.113370,0.010002,-0.015770,-0.993377,0.117062,1.278325,0.290069
1058,17.633333,0.111104,0.004321,-0.013414,-0.993709,0.119493,1.278563,0.290858
1059,17.650000,0.113693,0.003371,-0.017474,-0.993357,0.122092,1.278091,0.290819
1060,17.666667,0.111739,-0.004968,-0.018712,-0.993549,0.124590,1.277825,0.291035
1061,17.683333,0.109813,-0.007225,-0.019578,-0.993733,0.127130,1.277796,0.291547
1062,17.700000,0.111756,-0.012926,-0.021912,-0.993410,0.129502,1.277391,0.291960
1063,17.716667,0.106966,-0.017473,-0.020880,-0.993890,0.132272,1.277368,0.292214
1064,17.733333,0.103507,-0.022066,-0.016486,-0.994247,0.135142,1.277371,0.292806
1065,17.750000,0.108123,-0.030800,-0.024550,-0.993357,0.138256,1.276699,0.292959
1066,17.766667,0.107696,-0.032766,-0.023261,-0.993372,0.140917,1.276371,0.293278
1067,17.783333,0.108204,-0.038871,-0.027071,-0.992999,0.143804,1.276070,0.293816
1068,17.800000,0.104577,-0.042870,-0.022257,-0.993343,0.146912,1.276131,0.294225
1069,17.816667,0.107239,-0.051596,-0.028744,-0.992477,0.150299,1.275753,0.295047
1070,17.833333,0.105655,-0.060054,-0.026978,-0.992221,0.153390,1.275676,0.295738
1071,17.850000,0.103101,-0.063997,-0.023837,-0.992324,0.157024,1.275676,0.295731
1072,17.866667,0.106285,-0.073241,-0.026928,-0.991269,0.160561,1.275586,0.296420
1073,17.883333,0.107645,-0.081934,-0.027036,-0.990439,0.164233,1.275670,0.297196
1074,17.900000,0.107105,-0.091730,-0.030644,-0.989533,0.167849,1.275721,0.298026
1075,17.916667,0.099388,-0.096488,-0.038840,-0.989598,0.171837,1.276639,0.298824
1076,17.933333,0.108377,-0.111056,-0.029641,-0.987442,0.175194,1.275928,0.299054
1077,17.950000,0.110022,-0.118540,-0.033845,-0.986255,0.178841,1.275917,0.299790
1078,17.966667,0.097568,-0.123057,-0.044864,-0.986572,0.183047,1.276939,0.300559
1079,17.983333,0.109393,-0.140437,-0.034610,-0.983419,0.186388,1.276356,0.301014
1080,18.000000,0.108324,-0.142094,-0.032909,-0.983358,0.190685,1.276355,0.300822
1081,18.016667,0.110152,-0.152698,-0.034823,-0.981497,0.194382,1.276566,0.301395
1082,18.033333,0.110367,-0.164269,-0.040012,-0.979405,0.198505,1.276637,0.301865
1083,18.050000,0.111065,-0.174231,-0.039837,-0.977610,0.202297,1.276748,0.302436
1084,18.066667,0.111653,-0.184111,-0.047661,-0.975380,0.206126,1.276828,0.302892
1085,18.083333,0.113102,-0.196734,-0.044017,-0.972916,0.210021,1.277048,0.303200
1086,18.100000,0.108596,-0.208923,-0.039808,-0.971068,0.213214,1.277849,0.303753
1087,18.116667,0.115310,-0.225719,-0.052978,-0.965892,0.215755,1.277686,0.304690
1088,18.133333,0.109900,-0.229834,-0.039441,-0.966200,0.219939,1.278808,0.303909
1089,18.150000,0.111207,-0.240649,-0.040831,-0.963356,0.223101,1.279198,0.304066
1090,18.166667,0.116880,-0.257692,-0.053221,-0.957654,0.225673,1.278876,0.304695
1091,18.183333,0.115167,-0.265611,-0.054730,-0.955611,0.228924,1.279336,0.304660
1092,18.200000,0.113786,-0.275415,-0.055302,-0.952964,0.231789,1.279740,0.304862
1093,18.216667,0.114661,-0.283776,-0.056292,-0.950345,0.234640,1.279927,0.304695
1094,18.233333,0.114410,-0.293104,-0.057994,-0.947437,0.237507,1.280221,0.304355
1095,18.250000,0.114854,-0.303136,-0.058485,-0.944191,0.240144,1.280653,0.304050
1096,18.266667,0.116361,-0.312409,-0.060353,-0.940860,0.242703,1.280880,0.303661
1097,18.283333,0.114365,-0.318624,-0.058932,-0.939110,0.245397,1.281329,0.302767
1098,18.300000,0.115016,-0.329257,-0.057902,-0.935419,0.247607,1.281630,0.302277
1099,18.316667,0.115281,-0.342128,-0.062300,-0.930472,0.249820,1.281856,0.301619
1100,18.333333,0.113076,-0.345989,-0.058976,-0.929531,0.252151,1.282471,0.300318
1101,18.350000,0.113817,-0.354696,-0.059802,-0.926100,0.254164,1.282789,0.299174
1102,18.366667,0.111734,-0.361777,-0.062729,-0.923417,0.256488,1.283192,0.297946
1103,18.383333,0.113151,-0.369919,-0.060971,-0.920130,0.258730,1.283471,0.296364
1104,18.400000,0.115078,-0.378332,-0.060200,-0.916514,0.260834,1.283667,0.294514
1105,18.416667,0.113143,-0.388086,-0.062242,-0.912532,0.263193,1.283758,0.292585
1106,18.433333,0.111629,-0.396715,-0.061685,-0.909039,0.265299,1.284007,0.290417
1107,18.450000,0.111580,-0.411219,-0.062223,-0.902539,0.267553,1.284387,0.288913
1108,18.466667,0.113223,-0.411984,-0.062566,-0.901962,0.269455,1.284490,0.285617
1109,18.483333,0.113963,-0.424554,-0.071221,-0.895373,0.271254,1.284340,0.283649
1110,18.500000,0.104638,-0.431112,-0.065776,-0.893794,0.273739,1.284402,0.279928
1111,18.516667,0.108885,-0.436994,-0.060074,-0.890827,0.275888,1.284914,0.277003
1112,18.533333,0.103476,-0.453110,-0.073816,-0.882346,0.278327,1.284224,0.273787
1113,18.550000,0.102341,-0.458189,-0.073353,-0.879891,0.280292,1.284542,0.270569
1114,18.566667,0.098798,-0.471084,-0.067995,-0.873897,0.282836,1.284754,0.266855
1115,18.583333,0.100616,-0.470268,-0.069927,-0.873976,0.284648,1.284775,0.262534
1116,18.600000,0.100673,-0.479168,-0.069481,-0.869158,0.287017,1.285063,0.259024
1117,18.616667,0.099296,-0.487129,-0.070788,-0.864774,0.289183,1.285114,0.254920
1118,18.633333,0.098470,-0.491395,-0.073352,-0.862238,0.291302,1.284853,0.250524
1119,18.650000,0.096551,-0.495565,-0.071572,-0.860216,0.293138,1.284818,0.245876
1120,18.666667,0.096759,-0.503971,-0.071778,-0.855277,0.295665,1.284769,0.242127
1121,18.683333,0.095582,-0.510007,-0.075604,-0.851494,0.297997,1.284347,0.237470
1122,18.700000,0.095820,-0.517118,-0.075906,-0.847140,0.300297,1.284293,0.232898
1123,18.716667,0.094315,-0.525913,-0.060996,-0.843089,0.302741,1.285039,0.228674
1124,18.733333,0.092959,-0.531781,-0.062288,-0.839457,0.304991,1.284930,0.223999
1125,18.750000,0.093371,-0.537595,-0.062769,-0.835663,0.307290,1.284696,0.219285
1126,18.766667,0.091998,-0.542430,-0.064540,-0.832551,0.309626,1.284538,0.214405
1127,18.783333,0.091604,-0.547376,-0.063854,-0.829404,0.311989,1.284155,0.209606
1128,18.800000,0.089669,-0.552747,-0.065672,-0.825904,0.314213,1.284064,0.204782
1129,18.816667,0.090088,-0.558354,-0.064161,-0.822197,0.316745,1.283711,0.199713
1130,18.833333,0.087463,-0.562451,-0.065550,-0.819574,0.319050,1.283578,0.194707
1131,18.850000,0.084852,-0.567222,-0.068356,-0.816326,0.321094,1.283362,0.189540
1132,18.866667,0.081954,-0.571624,-0.067586,-0.813610,0.323624,1.283443,0.184105
1133,18.883333,0.082800,-0.576907,-0.068923,-0.809674,0.325674,1.283387,0.178816
1134,18.900000,0.083035,-0.581913,-0.071782,-0.805810,0.327752,1.283382,0.173399
1135,18.916667,0.082780,-0.586839,-0.071719,-0.802262,0.329844,1.283338,0.168034
1136,18.933333,0.082425,-0.591718,-0.075572,-0.798352,0.332032,1.283161,0.162768
1137,18.950000,0.081900,-0.595907,-0.074050,-0.795427,0.334566,1.283017,0.157343
1138,18.966667,0.080370,-0.601795,-0.076723,-0.790884,0.336934,1.282689,0.152187
1139,18.983333,0.081040,-0.597357,-0.114685,-0.789585,0.339504,1.280853,0.145764
1140,19.000000,0.078872,-0.612458,-0.078748,-0.782607,0.342093,1.282159,0.141413
1141,19.016667,0.079792,-0.607771,-0.114628,-0.781734,0.344522,1.280349,0.134780
1142,19.033333,0.079644,-0.613362,-0.102428,-0.779072,0.347213,1.280738,0.129185
1143,19.050000,0.079987,-0.618231,-0.104876,-0.774851,0.349194,1.280761,0.124128
1144,19.066667,0.079683,-0.623949,-0.106491,-0.770063,0.351500,1.280917,0.118746
1145,19.083333,0.078785,-0.628325,-0.109223,-0.766206,0.353833,1.281275,0.113271
1146,19.100000,0.077368,-0.633597,-0.114436,-0.761231,0.355992,1.281603,0.107814
1147,19.116667,0.075423,-0.639305,-0.110502,-0.757225,0.358355,1.281876,0.102397
1148,19.133333,0.067415,-0.646918,-0.113784,-0.751003,0.360446,1.282903,0.097132
1149,19.150000,0.074546,-0.651046,-0.113907,-0.746731,0.362068,1.282905,0.091020
1150,19.166667,0.074689,-0.656170,-0.115448,-0.741980,0.363759,1.283502,0.085121
1151,19.183333,0.075587,-0.661240,-0.116941,-0.737138,0.365352,1.283785,0.079314
1152,19.200000,0.075026,-0.666778,-0.119467,-0.731783,0.367029,1.284312,0.073500
1153,19.216667,0.075826,-0.673792,-0.116806,-0.725679,0.368695,1.284716,0.067560
1154,19.233333,0.074154,-0.677583,-0.125695,-0.720821,0.370492,1.284562,0.061261
1155,19.250000,0.072910,-0.685481,-0.120244,-0.714381,0.372173,1.284954,0.055758
1156,19.266667,0.072761,-0.691765,-0.119058,-0.708514,0.373816,1.284925,0.049858
1157,19.283333,0.070540,-0.697614,-0.118221,-0.703123,0.375278,1.285285,0.043704
1158,19.300000,0.066774,-0.704414,-0.119776,-0.696416,0.376937,1.285138,0.037813
1159,19.316667,0.068872,-0.710629,-0.117939,-0.690184,0.378189,1.285179,0.031762
1160,19.333333,0.065061,-0.717626,-0.117765,-0.683309,0.379656,1.285281,0.025454
1161,19.350000,0.064972,-0.725768,-0.119592,-0.674342,0.381027,1.285264,0.019356
1162,19.366667,0.062740,-0.731839,-0.120163,-0.667860,0.382205,1.285065,0.013162
1163,19.383333,0.063614,-0.739244,-0.119075,-0.659768,0.383610,1.285048,0.006833
1164,19.400000,0.061067,-0.746006,-0.121856,-0.651842,0.384884,1.284950,0.000605
1165,19.416667,0.058419,-0.752369,-0.119653,-0.645144,0.386067,1.284856,-0.005463
1166,19.433333,0.057595,-0.759994,-0.122035,-0.635766,0.387399,1.284470,-0.011693
1167,19.450000,0.059699,-0.764858,-0.120670,-0.629973,0.388508,1.284441,-0.017581
1168,19.466667,0.055513,-0.772531,-0.119585,-0.621139,0.389706,1.284193,-0.023370
1169,19.483333,0.052868,-0.781744,-0.119863,-0.609684,0.390878,1.283923,-0.029826
1170,19.500000,0.051844,-0.789486,-0.120965,-0.599492,0.392058,1.283860,-0.035590
1171,19.516667,0.052682,-0.796956,-0.120454,-0.589557,0.392892,1.283737,-0.041668
1172,19.533333,0.050927,-0.804431,-0.121246,-0.579307,0.393792,1.283699,-0.047342
1173,19.550000,0.048251,-0.809257,-0.123430,-0.572311,0.394723,1.283410,-0.052689
1174,19.566667,0.047056,-0.816855,-0.123542,-0.561491,0.395562,1.283303,-0.058152
1175,19.583333,0.045960,-0.824011,-0.124385,-0.550837,0.396371,1.283428,-0.063585
1176,19.600000,0.046541,-0.827849,-0.121055,-0.545753,0.396534,1.283631,-0.069090
1177,19.616667,0.041651,-0.834833,-0.121427,-0.535327,0.396980,1.283822,-0.074151
1178,19.633333,0.046022,-0.843676,-0.123736,-0.520368,0.397636,1.284043,-0.078986
1179,19.650000,0.041475,-0.848577,-0.132042,-0.510649,0.397739,1.284101,-0.084066
1180,19.666667,0.039024,-0.855420,-0.133316,-0.498959,0.397803,1.284473,-0.088986
1181,19.683333,0.040562,-0.857904,-0.126671,-0.496297,0.396632,1.285097,-0.094759
1182,19.700000,0.038186,-0.867667,-0.134864,-0.476977,0.397505,1.285393,-0.099462
1183,19.716667,0.037124,-0.873529,-0.136217,-0.465847,0.397106,1.285720,-0.104482
1184,19.733333,0.038420,-0.881413,-0.131043,-0.452177,0.396492,1.286297,-0.109113
1185,19.750000,0.037013,-0.887541,-0.130588,-0.440283,0.395750,1.286782,-0.114079
1186,19.766667,0.038768,-0.892476,-0.131239,-0.429837,0.394777,1.286901,-0.119171
1187,19.783333,0.038784,-0.898480,-0.131635,-0.417016,0.393740,1.287184,-0.124224
1188,19.800000,0.037675,-0.903652,-0.130319,-0.406215,0.392568,1.287425,-0.129072
1189,19.816667,0.036477,-0.908958,-0.131090,-0.394056,0.391198,1.287590,-0.133935
1190,19.833333,0.036138,-0.913890,-0.132162,-0.382142,0.389481,1.287827,-0.138775
1191,19.850000,0.026085,-0.915542,-0.148278,-0.372983,0.387026,1.287404,-0.144529
1192,19.866667,0.033213,-0.924391,-0.132547,-0.356133,0.385202,1.288424,-0.147707
1193,19.883333,0.031715,-0.929439,-0.133689,-0.342440,0.382552,1.288580,-0.152094
1194,19.900000,0.029404,-0.934288,-0.133591,-0.329232,0.379723,1.288856,-0.156266
1195,19.916667,0.023034,-0.940198,-0.130445,-0.313816,0.376782,1.289109,-0.160279
1196,19.933333,0.022027,-0.944216,-0.130559,-0.301537,0.373301,1.289294,-0.164332
1197,19.950000,0.020107,-0.948323,-0.129083,-0.289165,0.369483,1.289424,-0.168283
1198,19.966667,,,,,,,
1199,19.983333,0.020483,-0.955430,-0.129134,-0.264687,0.361167,1.289646,-0.176058
1200,20.000000,0.018131,-0.958566,-0.128479,-0.253606,0.356804,1.289601,-0.179605
1201,20.016667,0.018012,-0.961455,-0.127058,-0.243179,0.352114,1.289802,-0.183298
1202,20.033333,0.021069,-0.963766,-0.126441,-0.233931,0.347159,1.289968,-0.187201
1203,20.050000,0.015697,-0.966999,-0.125815,-0.220992,0.342192,1.290069,-0.189948
1204,20.066667,0.016773,-0.969294,-0.124254,-0.211539,0.336932,1.290282,-0.193087
1205,20.083333,0.016669,-0.971305,-0.123736,-0.202429,0.331622,1.290460,-0.195921
1206,20.100000,0.015421,-0.973374,-0.123253,-0.192652,0.326046,1.290683,-0.198641
1207,20.116667,0.011791,-0.975290,-0.124617,-0.182046,0.320192,1.290903,-0.201464
1208,20.133333,0.004851,-0.976210,-0.129138,-0.174109,0.314505,1.290528,-0.203731
1209,20.150000,0.012147,-0.979285,-0.119203,-0.163232,0.308538,1.291275,-0.206407
1210,20.166667,0.012551,-0.980676,-0.120330,-0.153747,0.302256,1.291367,-0.208853
1211,20.183333,0.011010,-0.982134,-0.119831,-0.144679,0.295987,1.291325,-0.211039
1212,20.200000,0.010476,-0.983437,-0.119278,-0.136071,0.289406,1.291202,-0.213278
1213,20.216667,0.008942,-0.985040,-0.118526,-0.124768,0.282856,1.291021,-0.215539
1214,20.233333,0.003033,-0.985220,-0.113796,-0.127993,0.275552,1.291268,-0.218456
1215,20.250000,0.005841,-0.986904,-0.118898,-0.108852,0.269644,1.290623,-0.219470
1216,20.266667,-0.009024,-0.985624,-0.133865,-0.102686,0.262779,1.289256,-0.221523
1217,20.283333,-0.010561,-0.986521,-0.133951,-0.093394,0.255878,1.288940,-0.223428
1218,20.300000,0.000390,-0.989216,-0.121290,-0.082100,0.249222,1.289903,-0.225409
1219,20.316667,-0.004147,-0.989275,-0.123642,-0.077650,0.242427,1.289297,-0.226466
1220,20.333333,-0.008279,-0.989605,-0.123959,-0.072441,0.234810,1.289217,-0.228498
1221,20.350000,-0.009719,-0.990306,-0.124053,-0.061734,0.228466,1.289032,-0.229539
1222,20.366667,-0.023903,-0.989265,-0.134144,-0.052815,0.221092,1.288297,-0.231486
1223,20.383333,-0.025030,-0.989784,-0.132406,-0.046573,0.213940,1.288452,-0.232574
1224,20.400000,-0.026845,-0.989957,-0.133347,-0.038514,0.206792,1.288529,-0.233567
1225,20.416667,-0.028446,-0.990092,-0.133754,-0.031915,0.199876,1.288640,-0.234397
1226,20.433333,-0.028533,-0.990115,-0.135392,-0.022948,0.192804,1.288643,-0.235100
1227,20.450000,-0.033296,-0.989901,-0.136948,-0.015259,0.185735,1.288750,-0.235904
1228,20.466667,-0.034593,-0.989800,-0.138020,-0.007019,0.178852,1.288460,-0.236731
1229,20.483333,-0.035990,-0.989962,-0.136674,0.000547,0.171782,1.288346,-0.237563
